TIMESTAMP,TARGETVAR,U10,V10,U100,V100
2012-01-01 01:00:00,0.425465090094022,2.1932173629214,-4.64916752327488,3.0284349904649703,-6.221648225037321
2012-01-01 02:00:00,0.363850865970577,2.97014141411652,-3.94431411121827,3.9811023531677097,-5.2540885329423
2012-01-01 03:00:00,0.297128685499181,3.2388553167236096,-3.1444864931866605,4.3558295035594,-4.16341446298541
2012-01-01 04:00:00,0.235437947734437,3.2609899050767406,-2.22881589746358,4.31394157436154,-2.91545770765433
2012-01-01 05:00:00,0.1209035687539519,2.94003837395625,-2.04014516541459,3.93355389299716,-2.6898384072554906
2012-01-01 06:00:00,0.0719525757499814,2.5765884331977404,-1.38767662929935,3.76373796381664,-2.05094529218378
2012-01-01 07:00:00,0.0906874682500013,1.90192618019412,-0.849347497674246,3.08107792851093,-1.34317320799992
2012-01-01 08:00:00,0.0735108910494236,0.976257695265918,-0.4626363809688689,1.79613739771163,-0.94562766186447
2012-01-01 09:00:00,0.0357003643398786,0.0970718458793067,-0.5324828822240251,0.674220158925631,-0.874036922314838
2012-01-01 10:00:00,0.105737231343134,-0.684279122986438,0.3661519814856059,-0.8563874160881619,0.391817517903647
2012-01-01 11:00:00,0.149791369308794,-1.05923904968858,1.74647216787561,-2.38925920349103,1.9961009087203896
2012-01-01 12:00:00,0.1387179690878389,-1.56700650650955,1.71836321005342,-3.25928281399258,1.40168082882345
2012-01-01 13:00:00,0.125443028994619,-1.84014732678726,0.7277353934711399,-2.6434170441645497,-1.0372855026515
2012-01-01 14:00:00,0.0944995355365183,-1.8826457364252904,-0.4183434777338921,-1.09073339835729,-3.0721980389410297
2012-01-01 15:00:00,0.151380741535075,-1.8246531149400704,-1.48392851517536,-0.342411203768441,-3.99799646629876
2012-01-01 16:00:00,0.183847897807544,-1.66439869526335,-2.0895487882536,-0.814499486890299,-5.10439880479307
2012-01-01 17:00:00,0.239834267577415,-1.09244093221829,-2.66024581070427,-0.431847593136851,-6.09473736856297
2012-01-01 18:00:00,0.392613081706386,-0.257081567770889,-2.89789427229194,0.637992760700453,-6.97226628213345
2012-01-01 19:00:00,0.426553470253212,0.172329446279973,-2.9191889373087503,1.41065523847184,-7.26567984346944
2012-01-01 20:00:00,0.511805305627699,0.2670654844314,-2.82038169163073,1.6461333269355,-7.1957161661823
2012-01-01 21:00:00,0.572864076319804,0.353833070775698,-3.24414552546536,1.4808458225331202,-6.84481307157161
2012-01-01 22:00:00,0.5492588800075229,0.717283011534212,-4.19431347851569,1.43612762784892,-6.48252054112347
2012-01-01 23:00:00,0.569863568568286,1.20203049646792,-4.86083649354203,1.84764822956305,-6.88277785769642
2012-01-02 00:00:00,0.74586948094437,1.7602648147340398,-5.36381648123922,2.53030826486876,-7.43435196468108
2012-01-02 01:00:00,0.849110786759871,2.5371545787085603,-6.095033238099389,3.6271749818828702,-8.46141783164047
2012-01-02 02:00:00,0.835695879164558,3.01265208481371,-5.85778358179714,4.2410541216188,-8.05026818005749
2012-01-02 03:00:00,0.7275460003378381,3.2643860586340803,-5.55075461481775,4.58503365645817,-7.60646211083575
2012-01-02 04:00:00,0.609815778197898,3.28465449452944,-5.213699399001531,4.636319761803191,-7.16800955270234
2012-01-02 05:00:00,0.600802121509713,3.0779164483967696,-4.9426173496437,4.43065729895496,-6.85322310070912
2012-01-02 06:00:00,0.566121277077395,2.29879777257912,-4.73243360778591,3.48782182695548,-6.84305142964131
2012-01-02 07:00:00,0.450437744091165,1.95301825620428,-4.07439356285487,3.332409386516,-6.87035433619174
2012-01-02 08:00:00,0.44966129121228,0.95500047271674,-2.92662962844432,2.39682649507037,-6.498820666662331
2012-01-02 09:00:00,0.3912843257857579,0.333570228164997,-2.76846319090948,1.3338054024643702,-6.8478695896208
2012-01-02 10:00:00,0.340081384875509,-0.1224695794806079,-2.8957575697811,0.36869414733523,-7.32004926761063
2012-01-02 11:00:00,0.466940040242202,0.635164554287956,-2.40518787047519,1.6094034635103702,-6.366053591671991
2012-01-02 12:00:00,0.495310204644214,1.94410014441032,0.322548819630949,3.75616730744764,0.0303214566528214
2012-01-02 13:00:00,0.37249542114121,0.357892351239429,2.39351417954564,0.7841634047767579,5.725386552407711
2012-01-02 14:00:00,0.453770432270561,-0.2578627312616139,2.381249937063,-0.8020795706421422,5.79765895210003
2012-01-02 15:00:00,0.199462105928326,-0.240837245109511,2.36644826510118,-0.630089803222458,5.75964902337296
2012-01-02 16:00:00,0.0182168048768704,-0.829837992228678,1.9765299351356205,-1.90706202216681,4.93039015579218
2012-01-02 17:00:00,0.0,-1.10346187681604,1.69318364329514,-2.89185885308494,3.3232661270784902
2012-01-02 18:00:00,0.0,-0.8282165173570492,1.83612550395496,-2.53596436447854,2.53790605042194
2012-01-02 19:00:00,0.0496243751639529,-0.726468969162342,1.8712266117501295,-2.34843335301491,2.24560434499966
2012-01-02 20:00:00,0.157291268072314,-0.629991214300427,1.41956416445813,-2.10754407033373,1.58283967226564
2012-01-02 21:00:00,0.0352894043668266,-0.5995885604573871,1.7261702265243302,-1.33151795107262,1.5582135212593702
2012-01-02 22:00:00,0.016697650013896,-1.30330865474429,0.9091179342320692,-1.94643317374481,0.85422681314528
2012-01-02 23:00:00,0.0445335184231408,-1.64665595881169,-1.05992734160269,-2.08475024573594,-1.53665123889846
2012-01-03 00:00:00,0.0069656063717123,-0.0450441543603319,-2.44747836179467,-0.0737132664491398,-3.26744137375234
2012-01-03 01:00:00,0.0133082467196153,0.7773937187039399,2.65879705847115,0.970902270935169,3.45733072130032
2012-01-03 02:00:00,0.0052245423687538,3.02532053222978,1.2137614881576002,3.95958437193516,1.50153882900104
2012-01-03 03:00:00,0.0,0.478962055528959,-0.956640739380379,0.8110042513694741,-1.26816422250272
2012-01-03 04:00:00,0.0414799041684524,1.46804985348033,-2.1720133922404,2.06667399325302,-2.80251521235294
2012-01-03 05:00:00,0.0307508452663181,4.65584261921308,-1.32173465204983,6.439884828374799,-1.73169455360104
2012-01-03 06:00:00,0.0060730184922224,4.93799619166943,-1.0456132054931,6.889010148037269,-1.39224604462456
2012-01-03 07:00:00,0.0087561835702048,4.37020088445989,-0.734428718103773,6.59884227135481,-1.0959801962103
2012-01-03 08:00:00,0.0211574385716295,3.46521655522147,-1.0337794292121,6.211795006347259,-1.74098702486127
2012-01-03 09:00:00,0.0145073662914565,2.42845720587981,-0.977678563879939,5.78994640766953,-2.09082123701094
2012-01-03 10:00:00,0.0727771950654817,2.23544555878742,-0.910182210277183,5.57878696418424,-2.00117622014759
2012-01-03 11:00:00,0.0224695382532801,2.15793084107963,-1.3721377732467,5.63851357737496,-2.8806812941301296
2012-01-03 12:00:00,0.0053757826751121,2.12614980681944,-1.07585507821122,5.596657919312181,-2.30728115577856
2012-01-03 13:00:00,0.0,2.36528271094797,-0.755466542603334,5.15693836550651,-1.14134932059846
2012-01-03 14:00:00,0.0,2.53736538425925,-0.0822561586174028,5.19832373527646,0.0404343773196582
2012-01-03 15:00:00,0.0133415555966109,2.77339769967947,1.83393902288422,6.5438185410925,4.229152451855541
2012-01-03 16:00:00,0.372701581934174,3.1350038577862995,4.36373741895635,5.25946121334569,7.23226051677791
2012-01-03 17:00:00,0.8974766220161441,3.46599170239855,4.70735521911583,5.52329294562909,7.416470094112969
2012-01-03 18:00:00,0.922948483804857,3.21561916420239,4.957179385048111,5.0026838054549,7.74717274778571
