TIMESTAMP,TARGETVAR,U10,V10,U100,V100
2012-01-01 01:00:00,0.378229363579079,0.534894003504361,-3.66024327989395,0.765354707585845,-4.4866574991337504
2012-01-01 02:00:00,0.0630119722747321,0.330813098888436,-2.6764297561170496,0.469874990811733,-3.2137524557778
2012-01-01 03:00:00,0.0367044738500316,-0.0658387243997836,-2.02907193960585,-0.0208930445199824,-2.41811900941939
2012-01-01 04:00:00,0.0343415248897291,-0.419549446282916,-1.79908955742424,-0.444866814374025,-2.14965373610827
2012-01-01 05:00:00,0.0335538752362949,-0.7542244221823509,-1.6615260214156002,-0.838273716975573,-1.99182869664659
2012-01-01 06:00:00,0.0094517958412098,-1.2566795777985702,-1.60786346557323,-1.43885605317736,-1.9446438910343304
2012-01-01 07:00:00,0.0051984877126654,-1.8118150536952495,-1.70752249785193,-2.13340320352571,-2.09107949465858
2012-01-01 08:00:00,0.0086641461877756,-2.4041366380252,-2.2360560835693,-2.9904075927900897,-2.85200227941716
2012-01-01 09:00:00,0.0080340264650283,-2.72243201854331,-2.57464125733667,-4.30874525632822,-4.26591938552238
2012-01-01 10:00:00,0.0148078134845621,-2.5471260787864702,-2.65343151789889,-4.8181930438698,-5.626143436965379
2012-01-01 11:00:00,0.0915248897290486,-2.2514079783885497,-2.90044963209395,-4.25327205279592,-6.40984509339885
2012-01-01 12:00:00,0.0860113421550095,-2.01722403361236,-3.33230543863498,-3.6028770440345097,-7.2748998629569
2012-01-01 13:00:00,0.0927851291745431,-1.89415572236892,-4.10913481844843,-3.2185269909892598,-8.31784677321403
2012-01-01 14:00:00,0.628859483301828,-1.81801273843413,-4.61935499225133,-3.04191842464151,-8.93558807887335
2012-01-01 15:00:00,0.923282923755514,-1.62809797036421,-4.73306850344113,-2.71530578751764,-9.12486965540988
2012-01-01 16:00:00,0.918714555765595,-1.6192441350229498,-4.549508490996179,-2.7124755220312897,-8.963248137335711
2012-01-01 17:00:00,0.91304347826087,-1.6745806059058002,-4.28460285818699,-2.80134585830243,-8.69640992628708
2012-01-01 18:00:00,0.8019848771266541,-1.80738813602462,-3.9702936025387903,-2.90889594678343,-8.28367846570171
2012-01-01 19:00:00,0.8459357277882801,-1.95391911092239,-3.77353089778341,-3.16305378745695,-7.937656557878491
